,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Matches Played,No of Innings Batted,No of Not Outs,No of Runs Scored,Highest Score,Batting Average,No of Balls Faced,Batting Strike Rate,No of 100s Scored,No of 200s Scored,No of 50s Scored,No of fours hit,No of sixes hit
1,ODI,56,10,4,53,18,8.83,90,58.89,0,0,0,7,0
2,T20I,49,4,2,5,3,2.5,11,45.45,0,0,0,0,0
3,IPL,106,17,11,30,8,5.0,72,41.67,0,0,0,0,0
