,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Matches Played,No of Innings Batted,No of Not Outs,No of Runs Scored,Highest Score,Batting Average,No of Balls Faced,Batting Strike Rate,No of 100s Scored,No of 200s Scored,No of 50s Scored,No of fours hit,No of sixes hit
1,Test,2,3,1,8,5,4.0,27,29.63,0,0,0,1,0
2,ODI,8,5,3,107,45,53.5,137,78.1,0,0,0,9,3
3,T20I,10,3,3,12,11,0.0,11,109.09,0,0,0,2,0
4,IPL,27,6,3,31,12,10.33,35,88.57,0,0,0,3,0
