,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Matches Played,No of Innings Batted,No of Not Outs,No of Runs Scored,Highest Score,Batting Average,No of Balls Faced,Batting Strike Rate,No of 100s Scored,No of 200s Scored,No of 50s Scored,No of fours hit,No of sixes hit
1,Test,1,1,1,1,1,0.0,9,11.11,0,0,0,0,0
2,ODI,2,1,1,0,0,0.0,0,0.0,0,0,0,0,0
3,T20I,4,-,-,-,-,-,-,-,-,-,-,-,-
4,IPL,24,4,4,3,3,0.0,5,60.0,0,0,0,0,0
