,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,Matches Played,No of Innings Bowled,No of Balls Bowled,No of Runs Conceded,Wickets,Best Bowling in Innings,Best Bowling in Match,Economy,Bowling Average,Bowling Strike Rate,Five Wickets in an Innings,Ten Wickets in an Match
1,Test,4,7,526,299,6,3/89,4/169,3.41,49.83,87.67,0,0
2,ODI,1,1,60,65,1,1/65,1/65,6.5,65.0,60.0,0,0
3,T20I,30,30,621,750,25,3/22,3/22,7.25,30.0,24.84,0,0
4,IPL,42,41,750,867,27,3/16,3/16,6.94,32.11,27.78,0,0
